ZIP_CODE,STATE,ZIP_TYPE,RUCA1,RUCA2,RUCAFLOAT
00001,AK,Zip Code Area,10,10,10
00002,AK,Zip Code Area,10,10,10
00003,AK,Zip Code Area,10,10,10
00004,AK,Zip Code Area,10,10,10
00005,AK,Zip Code Area,10,10,10
00006,AK,Zip Code Area,10,10,10
00007,AK,Zip Code Area,10,10,10
00008,AK,Zip Code Area,10,10,10
00009,AK,Zip Code Area,10,10,10
00010,AK,Zip Code Area,10,10,10
00011,AK,Zip Code Area,8,8,8
00012,CA,Zip Code Area,5,5,5
00013,HI,Zip Code Area,10,10,10
00014,AZ,Zip Code Area,7,7,7
00015,AZ,Zip Code Area,1,1,1
00016,CA,Zip Code Area,8,8.1,8.0999999999999996
00017,CA,Zip Code Area,10,10.1,10.1
00018,CA,Zip Code Area,10,10,10
00019,CA,Zip Code Area,10,10,10
00020,CA,Zip Code Area,10,10,10
00022,CA,Zip Code Area,4,4,4
00026,CA,Zip Code Area,10,10.1,10.1
00027,CO,Zip Code Area,1,1,1
00028,CA,Zip Code Area,2,2,2
00029,CA,Zip Code Area,2,2,2
00031,CA,Zip Code Area,10,10,10
00032,CA,Zip Code Area,10,10,10
00033,CA,Zip Code Area,10,10,10
00034,CA,Zip Code Area,10,10,10
00035,CA,Zip Code Area,8,8,8
00037,CA,Zip Code Area,5,5,5
00038,CA,Zip Code Area,5,5,5
00039,CA,Zip Code Area,10,10.2,10.199999999999999
00040,CA,Zip Code Area,10,10,10
00041,FL,Zip Code Area,2,2,2
00042,FL,Zip Code Area,1,1,1
00043,FL,Zip Code Area,2,2,2
00044,CA,Zip Code Area,10,10,10
00045,FL,Zip Code Area,2,2,2
00047,CA,Zip Code Area,10,10,10
00048,CA,Zip Code Area,4,4,4
00049,CA,Zip Code Area,10,10.2,10.199999999999999
00050,CA,Zip Code Area,10,10,10
00051,CA,Zip Code Area,2,2,2
00052,CA,Zip Code Area,2,2,2
00053,FL,Zip Code Area,1,1,1
00054,CA,Zip Code Area,10,10,10
00055,CA,Zip Code Area,10,10,10
00056,ID,Zip Code Area,2,2,2
00057,CA,Zip Code Area,10,10,10
00058,CA,Zip Code Area,10,10,10
00059,MN,Zip Code Area,10,10,10
00060,MN,Zip Code Area,10,10,10
00061,CA,Zip Code Area,10,10,10
00063,MT,Zip Code Area,2,2,2
00064,NM,Zip Code Area,10,10,10
00065,CA,Zip Code Area,10,10,10
00066,NM,Zip Code Area,10,10,10
00067,OK,Zip Code Area,1,1,1
00068,OR,Zip Code Area,5,5,5
00069,OR,Zip Code Area,2,2,2
00070,OR,Zip Code Area,10,10,10
00071,UT,Zip Code Area,2,2,2
00072,WA,Zip Code Area,2,2,2
00073,WA,Zip Code Area,2,2.1,2.1000000000000001
00074,WA,Zip Code Area,10,10,10
00076,WA,Zip Code Area,10,10,10
00077,OR,Zip Code Area,3,3,3
00084,NC,Zip Code Area,2,2,2
00087,FL,Zip Code Area,2,2,2
00097,FL,Zip Code Area,10,10,10
00098,FL,Zip Code Area,10,10,10
00100,UT,Zip Code Area,1,1,1
00116,LA,Zip Code Area,2,2,2
00119,LA,Zip Code Area,4,4,4
00121,LA,Zip Code Area,2,2,2
00125,ME,Zip Code Area,10,10,10
00126,ME,Zip Code Area,10,10,10
00127,ME,Zip Code Area,2,2,2
00128,ME,Zip Code Area,10,10,10
00130,ME,Zip Code Area,10,10,10
00132,ME,Zip Code Area,10,10,10
00133,ME,Zip Code Area,10,10,10
00134,ME,Zip Code Area,10,10,10
00135,ME,Zip Code Area,9,9,9
00137,ME,Zip Code Area,8,8,8
00138,ME,Zip Code Area,8,8,8
00139,ME,Zip Code Area,10,10,10
00141,ME,Zip Code Area,10,10,10
00148,ME,Zip Code Area,9,9,9
00151,ME,Zip Code Area,10,10,10
00152,MD,Zip Code Area,6,6,6
00158,MA,Zip Code Area,10,10,10
00160,MN,Zip Code Area,10,10,10
00161,MN,Zip Code Area,9,9,9
00164,MN,Zip Code Area,10,10,10
00165,MN,Zip Code Area,10,10,10
00166,MN,Zip Code Area,5,5,5
00168,NH,Zip Code Area,4,4,4
00172,NH,Zip Code Area,10,10,10
00173,NH,Zip Code Area,6,6,6
00174,NH,Zip Code Area,6,6,6
00176,NH,Zip Code Area,6,6,6
00177,NH,Zip Code Area,4,4,4
00179,NH,Zip Code Area,6,6,6
00180,NH,Zip Code Area,6,6,6
00181,NH,Zip Code Area,6,6,6
00182,NH,Zip Code Area,6,6,6
00183,NH,Zip Code Area,4,4,4
00184,NH,Zip Code Area,4,4,4
00185,NH,Zip Code Area,10,10,10
00188,TX,Zip Code Area,5,5,5
00195,WA,Zip Code Area,10,10,10
00197,AZ,Zip Code Area,2,2,2
00198,AK,Zip Code Area,2,2,2
00199,AZ,Zip Code Area,1,1,1
00501,NY,Post Office or large volume customer,1,1,1
00544,NY,Post Office or large volume customer,1,1,1
00601,PR,Zip Code Area,4,4,4
00602,PR,Zip Code Area,1,1,1
00603,PR,Zip Code Area,1,1,1
00604,PR,Post Office or large volume customer,1,1,1
00605,PR,Post Office or large volume customer,1,1,1
00606,PR,Zip Code Area,7,7,7
00610,PR,Zip Code Area,1,1,1
00611,PR,Post Office or large volume customer,1,1,1
00612,PR,Zip Code Area,1,1,1
00613,PR,Post Office or large volume customer,1,1,1
00614,PR,Post Office or large volume customer,1,1,1
00616,PR,Post Office or large volume customer,1,1,1
00617,PR,Zip Code Area,1,1,1
00622,PR,Post Office or large volume customer,1,1,1
00623,PR,Zip Code Area,1,1,1
00624,PR,Zip Code Area,1,1,1
00627,PR,Zip Code Area,1,1,1
00631,PR,Zip Code Area,10,10,10
00636,PR,Post Office or large volume customer,1,1,1
00637,PR,Zip Code Area,1,1,1
00638,PR,Zip Code Area,1,1,1
00641,PR,Zip Code Area,1,1,1
00646,PR,Zip Code Area,1,1,1
00647,PR,Zip Code Area,1,1,1
00650,PR,Zip Code Area,1,1,1
00652,PR,Post Office or large volume customer,1,1,1
00653,PR,Zip Code Area,1,1,1
00656,PR,Zip Code Area,1,1,1
00659,PR,Zip Code Area,1,1,1
00660,PR,Zip Code Area,1,1,1
00662,PR,Zip Code Area,1,1,1
00664,PR,Zip Code Area,4,4,4
00667,PR,Zip Code Area,1,1,1
00669,PR,Zip Code Area,1,1,1
00670,PR,Zip Code Area,1,1,1
00674,PR,Zip Code Area,1,1,1
00676,PR,Zip Code Area,1,1,1
00677,PR,Zip Code Area,1,1,1
00678,PR,Zip Code Area,1,1,1
00680,PR,Zip Code Area,1,1,1
00681,PR,Post Office or large volume customer,1,1,1
00682,PR,Zip Code Area,1,1,1
00683,PR,Zip Code Area,1,1,1
00685,PR,Zip Code Area,1,1,1
00687,PR,Zip Code Area,1,1,1
00688,PR,Post Office or large volume customer,1,1,1
00690,PR,Zip Code Area,1,1,1
00692,PR,Zip Code Area,1,1,1
00693,PR,Zip Code Area,1,1,1
00694,PR,Post Office or large volume customer,1,1,1
00698,PR,Zip Code Area,1,1,1
00703,PR,Zip Code Area,1,1,1
00704,PR,Zip Code Area,1,1,1
00705,PR,Zip Code Area,1,1,1
00707,PR,Zip Code Area,7,7,7
00714,PR,Zip Code Area,1,1,1
00715,PR,Zip Code Area,1,1,1
00716,PR,Zip Code Area,1,1,1
00717,PR,Zip Code Area,1,1,1
07748,NJ,Zip Code Area,1,1,1
07750,NJ,Zip Code Area,1,1,1
07751,NJ,Zip Code Area,1,1,1
07752,NJ,Post Office or large volume customer,1,1,1
07753,NJ,Zip Code Area,1,1,1
07754,NJ,Post Office or large volume customer,1,1,1
07755,NJ,Zip Code Area,1,1,1
07756,NJ,Zip Code Area,1,1,1
07757,NJ,Zip Code Area,1,1,1
07758,NJ,Zip Code Area,1,1,1
07760,NJ,Zip Code Area,1,1,1
07762,NJ,Zip Code Area,1,1,1
07763,NJ,Post Office or large volume customer,1,1,1
07764,NJ,Zip Code Area,1,1,1
07765,NJ,Post Office or large volume customer,1,1,1
07799,NJ,Post Office or large volume customer,1,1,1
07801,NJ,Zip Code Area,1,1,1
07802,NJ,Post Office or large volume customer,1,1,1
07803,NJ,Zip Code Area,1,1,1
07806,NJ,Post Office or large volume customer,1,1,1
07820,NJ,Post Office or large volume customer,1,1,1
07821,NJ,Zip Code Area,1,1,1
07822,NJ,Zip Code Area,2,2,2
07823,NJ,Zip Code Area,2,2,2
07825,NJ,Zip Code Area,2,2,2
07826,NJ,Zip Code Area,2,2,2
07827,NJ,Zip Code Area,2,2,2
07828,NJ,Zip Code Area,1,1,1
07829,NJ,Post Office or large volume customer,2,2,2
07830,NJ,Zip Code Area,2,2,2
07831,NJ,Post Office or large volume customer,2,2,2
07832,NJ,Zip Code Area,2,2,2
07833,NJ,Post Office or large volume customer,2,2,2
07834,NJ,Zip Code Area,1,1,1
07836,NJ,Zip Code Area,1,1,1
07837,NJ,Post Office or large volume customer,1,1,1
07838,NJ,Zip Code Area,2,2,2
07839,NJ,Post Office or large volume customer,2,2,2
07840,NJ,Zip Code Area,1,1,1
07842,NJ,Post Office or large volume customer,1,1,1
07843,NJ,Zip Code Area,1,1,1
07844,NJ,Post Office or large volume customer,2,2,2
07845,NJ,Post Office or large volume customer,1,1,1
07846,NJ,Post Office or large volume customer,2,2,2
07847,NJ,Zip Code Area,1,1,1
07848,NJ,Zip Code Area,2,2,2
07849,NJ,Zip Code Area,1,1,1
07850,NJ,Zip Code Area,1,1,1
07851,NJ,Zip Code Area,2,2,2
07852,NJ,Zip Code Area,1,1,1
07853,NJ,Zip Code Area,1,1,1
07855,NJ,Post Office or large volume customer,2,2,2
07856,NJ,Zip Code Area,1,1,1
07857,NJ,Zip Code Area,1,1,1
07860,NJ,Zip Code Area,2,2,2
07863,NJ,Zip Code Area,2,2,2
07865,NJ,Zip Code Area,1,1,1
07866,NJ,Zip Code Area,1,1,1
07869,NJ,Zip Code Area,1,1,1
07870,NJ,Post Office or large volume customer,1,1,1
07871,NJ,Zip Code Area,1,1,1
07874,NJ,Zip Code Area,1,1,1
07875,NJ,Post Office or large volume customer,2,2,2
07876,NJ,Zip Code Area,1,1,1
07877,NJ,Post Office or large volume customer,2,2,2
07878,NJ,Zip Code Area,1,1,1
07879,NJ,Post Office or large volume customer,2,2,2
07880,NJ,Post Office or large volume customer,1,1,1
07881,NJ,Post Office or large volume customer,2,2,2
07882,NJ,Zip Code Area,2,2,2
07885,NJ,Zip Code Area,1,1,1
07890,NJ,Post Office or large volume customer,2,2,2
07901,NJ,Zip Code Area,1,1,1
07902,NJ,Post Office or large volume customer,1,1,1
07920,NJ,Zip Code Area,1,1,1
07921,NJ,Zip Code Area,1,1,1
07922,NJ,Zip Code Area,1,1,1
07924,NJ,Zip Code Area,1,1,1
07926,NJ,Post Office or large volume customer,1,1,1
07927,NJ,Zip Code Area,1,1,1
07928,NJ,Zip Code Area,1,1,1
07930,NJ,Zip Code Area,1,1,1
07931,NJ,Zip Code Area,1,1,1
07932,NJ,Zip Code Area,1,1,1
07933,NJ,Zip Code Area,1,1,1
07934,NJ,Zip Code Area,1,1,1
07935,NJ,Zip Code Area,1,1,1
07936,NJ,Zip Code Area,1,1,1
07938,NJ,Post Office or large volume customer,1,1,1
07939,NJ,Post Office or large volume customer,1,1,1
07940,NJ,Zip Code Area,1,1,1
07945,NJ,Zip Code Area,1,1,1
07946,NJ,Zip Code Area,1,1,1
07950,NJ,Zip Code Area,1,1,1
07960,NJ,Zip Code Area,1,1,1
07961,NJ,Post Office or large volume customer,1,1,1
07962,NJ,Post Office or large volume customer,1,1,1
07963,NJ,Post Office or large volume customer,1,1,1
07970,NJ,Post Office or large volume customer,1,1,1
07974,NJ,Zip Code Area,1,1,1
07976,NJ,Zip Code Area,2,2,2
07977,NJ,Post Office or large volume customer,1,1,1
07978,NJ,Post Office or large volume customer,1,1,1
07979,NJ,Post Office or large volume customer,2,2,2
07980,NJ,Zip Code Area,1,1,1
07981,NJ,Zip Code Area,1,1,1
07999,NJ,Post Office or large volume customer,1,1,1
08001,NJ,Zip Code Area,2,2,2
08002,NJ,Zip Code Area,1,1,1
08003,NJ,Zip Code Area,1,1,1
08004,NJ,Zip Code Area,1,1,1
08005,NJ,Zip Code Area,1,1,1
08006,NJ,Zip Code Area,1,1,1
08007,NJ,Zip Code Area,1,1,1
08008,NJ,Zip Code Area,1,1,1
08009,NJ,Zip Code Area,1,1,1
08010,NJ,Zip Code Area,1,1,1
08011,NJ,Post Office or large volume customer,1,1,1
08012,NJ,Zip Code Area,1,1,1
08014,NJ,Zip Code Area,1,1,1
08015,NJ,Zip Code Area,4,4,4
08016,NJ,Zip Code Area,1,1,1
08018,NJ,Post Office or large volume customer,1,1,1
08019,NJ,Zip Code Area,10,10,10
08020,NJ,Zip Code Area,1,1,1
08021,NJ,Zip Code Area,1,1,1
08022,NJ,Zip Code Area,1,1,1
08023,NJ,Post Office or large volume customer,1,1,1
08025,NJ,Post Office or large volume customer,1,1,1
08026,NJ,Zip Code Area,1,1,1
08027,NJ,Zip Code Area,1,1,1
08028,NJ,Zip Code Area,1,1,1
08029,NJ,Zip Code Area,1,1,1
08030,NJ,Zip Code Area,1,1,1
08031,NJ,Zip Code Area,1,1,1
08032,NJ,Zip Code Area,1,1,1
08033,NJ,Zip Code Area,1,1,1
08034,NJ,Zip Code Area,1,1,1
08035,NJ,Zip Code Area,1,1,1
08036,NJ,Zip Code Area,1,1,1
08037,NJ,Zip Code Area,4,4,4
08038,NJ,Post Office or large volume customer,2,2,2
08039,NJ,Post Office or large volume customer,2,2,2
08041,NJ,Zip Code Area,2,2,2
08042,NJ,Post Office or large volume customer,2,2,2
08043,NJ,Zip Code Area,1,1,1
08045,NJ,Zip Code Area,1,1,1
08046,NJ,Zip Code Area,1,1,1
08048,NJ,Zip Code Area,1,1,1
08049,NJ,Zip Code Area,1,1,1
08050,NJ,Zip Code Area,1,1,1
08051,NJ,Zip Code Area,1,1,1
08052,NJ,Zip Code Area,1,1,1
08053,NJ,Zip Code Area,1,1,1
08054,NJ,Zip Code Area,1,1,1
08055,NJ,Zip Code Area,1,1,1
08056,NJ,Zip Code Area,1,1,1
08057,NJ,Zip Code Area,1,1,1
08059,NJ,Zip Code Area,1,1,1
08060,NJ,Zip Code Area,1,1,1
08061,NJ,Zip Code Area,1,1,1
08062,NJ,Zip Code Area,1,1,1
08063,NJ,Zip Code Area,1,1,1
08064,NJ,Post Office or large volume customer,10,10,10
15059,PA,Zip Code Area,4,4,4
15060,PA,Zip Code Area,1,1,1
15061,PA,Zip Code Area,1,1,1
15062,PA,Zip Code Area,1,1.1,1.1000000000000001
15063,PA,Zip Code Area,1,1.1,1.1000000000000001
15064,PA,Zip Code Area,1,1,1
15065,PA,Zip Code Area,1,1,1
15066,PA,Zip Code Area,1,1,1
15067,PA,Zip Code Area,1,1.1,1.1000000000000001
15068,PA,Zip Code Area,1,1,1
15069,PA,Post Office or large volume customer,2,2,2
15071,PA,Zip Code Area,1,1,1
15072,PA,Post Office or large volume customer,1,1.1,1.1000000000000001
15074,PA,Zip Code Area,1,1,1
15075,PA,Post Office or large volume customer,1,1,1
15076,PA,Zip Code Area,1,1,1
15077,PA,Zip Code Area,2,2,2
15078,PA,Zip Code Area,2,2,2
15081,PA,Post Office or large volume customer,1,1,1
15082,PA,Zip Code Area,1,1,1
15083,PA,Zip Code Area,1,1,1
15084,PA,Zip Code Area,1,1,1
15085,PA,Zip Code Area,1,1,1
15086,PA,Zip Code Area,1,1,1
15087,PA,Post Office or large volume customer,1,1.1,1.1000000000000001
15088,PA,Post Office or large volume customer,1,1,1
15089,PA,Zip Code Area,1,1,1
15090,PA,Zip Code Area,1,1,1
15091,PA,Post Office or large volume customer,1,1,1
15095,PA,Post Office or large volume customer,1,1,1
15096,PA,Post Office or large volume customer,1,1,1
15101,PA,Zip Code Area,1,1,1
15102,PA,Zip Code Area,1,1,1
15104,PA,Zip Code Area,1,1,1
15106,PA,Zip Code Area,1,1,1
15108,PA,Zip Code Area,1,1,1
15110,PA,Zip Code Area,1,1,1
15112,PA,Zip Code Area,1,1,1
15116,PA,Zip Code Area,1,1,1
15120,PA,Zip Code Area,1,1,1
15122,PA,Zip Code Area,1,1,1
15123,PA,Post Office or large volume customer,1,1,1
15126,PA,Zip Code Area,1,1,1
15127,PA,Post Office or large volume customer,1,1,1
15129,PA,Zip Code Area,1,1,1
15131,PA,Zip Code Area,1,1,1
15132,PA,Zip Code Area,1,1,1
15133,PA,Zip Code Area,1,1,1
15134,PA,Post Office or large volume customer,1,1,1
15135,PA,Zip Code Area,1,1,1
15136,PA,Zip Code Area,1,1,1
15137,PA,Zip Code Area,1,1,1
15139,PA,Zip Code Area,1,1,1
15140,PA,Zip Code Area,1,1,1
15142,PA,Zip Code Area,1,1,1
15143,PA,Zip Code Area,1,1,1
15144,PA,Zip Code Area,1,1,1
15145,PA,Zip Code Area,1,1,1
15146,PA,Zip Code Area,1,1,1
15147,PA,Zip Code Area,1,1,1
15148,PA,Zip Code Area,1,1,1
15201,PA,Zip Code Area,1,1,1
15202,PA,Zip Code Area,1,1,1
15203,PA,Zip Code Area,1,1,1
15204,PA,Zip Code Area,1,1,1
15205,PA,Zip Code Area,1,1,1
15206,PA,Zip Code Area,1,1,1
15207,PA,Zip Code Area,1,1,1
15208,PA,Zip Code Area,1,1,1
15209,PA,Zip Code Area,1,1,1
15210,PA,Zip Code Area,1,1,1
15211,PA,Zip Code Area,1,1,1
15212,PA,Zip Code Area,1,1,1
15213,PA,Zip Code Area,1,1,1
15214,PA,Zip Code Area,1,1,1
15215,PA,Zip Code Area,1,1,1
15216,PA,Zip Code Area,1,1,1
15217,PA,Zip Code Area,1,1,1
15218,PA,Zip Code Area,1,1,1
15219,PA,Zip Code Area,1,1,1
15220,PA,Zip Code Area,1,1,1
15221,PA,Zip Code Area,1,1,1
15222,PA,Zip Code Area,1,1,1
15223,PA,Zip Code Area,1,1,1
15224,PA,Zip Code Area,1,1,1
15225,PA,Zip Code Area,1,1,1
15226,PA,Zip Code Area,1,1,1
15227,PA,Zip Code Area,1,1,1
15228,PA,Zip Code Area,1,1,1
15229,PA,Zip Code Area,1,1,1
15230,PA,Post Office or large volume customer,1,1,1
15231,PA,Zip Code Area,1,1,1
15232,PA,Zip Code Area,1,1,1
15233,PA,Zip Code Area,1,1,1
15234,PA,Zip Code Area,1,1,1
15235,PA,Zip Code Area,1,1,1
15236,PA,Zip Code Area,1,1,1
15237,PA,Zip Code Area,1,1,1
15238,PA,Zip Code Area,1,1,1
15239,PA,Zip Code Area,1,1,1
15240,PA,Post Office or large volume customer,1,1,1
15241,PA,Zip Code Area,1,1,1
15242,PA,Post Office or large volume customer,1,1,1
15243,PA,Zip Code Area,1,1,1
15244,PA,Post Office or large volume customer,1,1,1
15250,PA,Post Office or large volume customer,1,1,1
15251,PA,Post Office or large volume customer,1,1,1
15252,PA,Post Office or large volume customer,1,1,1
15253,PA,Post Office or large volume customer,1,1,1
15254,PA,Post Office or large volume customer,1,1,1
15255,PA,Post Office or large volume customer,1,1,1
15257,PA,Post Office or large volume customer,1,1,1
15258,PA,Post Office or large volume customer,1,1,1
15259,PA,Post Office or large volume customer,1,1,1
15260,PA,Zip Code Area,1,1,1
15261,PA,Zip Code Area,1,1,1
15262,PA,Post Office or large volume customer,1,1,1
15264,PA,Post Office or large volume customer,1,1,1
15265,PA,Post Office or large volume customer,1,1,1
15267,PA,Post Office or large volume customer,1,1,1
15268,PA,Post Office or large volume customer,1,1,1
15270,PA,Post Office or large volume customer,1,1,1
15272,PA,Post Office or large volume customer,1,1,1
15274,PA,Post Office or large volume customer,1,1,1
15275,PA,Zip Code Area,1,1,1
15276,PA,Post Office or large volume customer,1,1,1
15277,PA,Post Office or large volume customer,1,1,1
15278,PA,Post Office or large volume customer,1,1,1
15279,PA,Post Office or large volume customer,1,1,1
15281,PA,Post Office or large volume customer,1,1,1
15282,PA,Post Office or large volume customer,1,1,1
15283,PA,Post Office or large volume customer,1,1,1
15286,PA,Post Office or large volume customer,1,1,1
15289,PA,Post Office or large volume customer,1,1,1
15290,PA,Post Office or large volume customer,1,1,1
15295,PA,Post Office or large volume customer,1,1,1
15301,PA,Zip Code Area,1,1,1
15310,PA,Zip Code Area,2,2,2
15311,PA,Zip Code Area,2,2,2
15312,PA,Zip Code Area,2,2,2
15313,PA,Zip Code Area,2,2,2
15314,PA,Zip Code Area,1,1.1,1.1000000000000001
15315,PA,Post Office or large volume customer,2,2,2
15316,PA,Post Office or large volume customer,2,2,2
15317,PA,Zip Code Area,1,1,1
15320,PA,Zip Code Area,7,7,7
15321,PA,Zip Code Area,1,1,1
15322,PA,Zip Code Area,3,3,3
15323,PA,Zip Code Area,2,2,2
15324,PA,Zip Code Area,2,2,2
15325,PA,Post Office or large volume customer,7,7,7
15327,PA,Zip Code Area,2,2,2
15329,PA,Zip Code Area,2,2,2
15330,PA,Zip Code Area,1,1.1,1.1000000000000001
15331,PA,Zip Code Area,1,1.1,1.1000000000000001
15332,PA,Zip Code Area,1,1,1
15333,PA,Zip Code Area,1,1.1,1.1000000000000001
15334,PA,Zip Code Area,7,7,7
15336,PA,Post Office or large volume customer,1,1,1
15337,PA,Zip Code Area,2,2,2
15338,PA,Zip Code Area,2,2,2
20520,DC,Post Office or large volume customer,1,1,1
20521,DC,Post Office or large volume customer,1,1,1
20522,DC,Post Office or large volume customer,1,1,1
20523,DC,Post Office or large volume customer,1,1,1
20524,DC,Post Office or large volume customer,1,1,1
20525,DC,Post Office or large volume customer,1,1,1
20526,DC,Post Office or large volume customer,1,1,1
20527,DC,Post Office or large volume customer,1,1,1
20528,DC,Post Office or large volume customer,1,1,1
20529,DC,Post Office or large volume customer,1,1,1
20530,DC,Post Office or large volume customer,1,1,1
20531,DC,Post Office or large volume customer,1,1,1
20533,DC,Post Office or large volume customer,1,1,1
20534,DC,Post Office or large volume customer,1,1,1
20535,DC,Post Office or large volume customer,1,1,1
20536,DC,Post Office or large volume customer,1,1,1
20537,DC,Post Office or large volume customer,1,1,1
20538,DC,Post Office or large volume customer,1,1,1
20539,DC,Post Office or large volume customer,1,1,1
20540,DC,Post Office or large volume customer,1,1,1
20541,DC,Post Office or large volume customer,1,1,1
20542,DC,Post Office or large volume customer,1,1,1
20543,DC,Post Office or large volume customer,1,1,1
20544,DC,Post Office or large volume customer,1,1,1
20546,DC,Post Office or large volume customer,1,1,1
20547,DC,Post Office or large volume customer,1,1,1
20548,DC,Post Office or large volume customer,1,1,1
20549,DC,Post Office or large volume customer,1,1,1
20551,DC,Post Office or large volume customer,1,1,1
20552,DC,Post Office or large volume customer,1,1,1
20553,DC,Post Office or large volume customer,1,1,1
20554,DC,Post Office or large volume customer,1,1,1
20555,DC,Post Office or large volume customer,1,1,1
20557,DC,Post Office or large volume customer,1,1,1
20559,DC,Post Office or large volume customer,1,1,1
20560,DC,Post Office or large volume customer,1,1,1
20565,DC,Post Office or large volume customer,1,1,1
20566,DC,Post Office or large volume customer,1,1,1
20570,DC,Post Office or large volume customer,1,1,1
20571,DC,Post Office or large volume customer,1,1,1
20572,DC,Post Office or large volume customer,1,1,1
20573,DC,Post Office or large volume customer,1,1,1
20575,DC,Post Office or large volume customer,1,1,1
20576,DC,Post Office or large volume customer,1,1,1
20577,DC,Post Office or large volume customer,1,1,1
20578,DC,Post Office or large volume customer,1,1,1
20579,DC,Post Office or large volume customer,1,1,1
20580,DC,Post Office or large volume customer,1,1,1
20581,DC,Post Office or large volume customer,1,1,1
20585,DC,Post Office or large volume customer,1,1,1
20586,DC,Post Office or large volume customer,1,1,1
20588,MD,Post Office or large volume customer,1,1,1
20590,DC,Post Office or large volume customer,1,1,1
20591,DC,Post Office or large volume customer,1,1,1
20593,DC,Post Office or large volume customer,1,1,1
20594,DC,Post Office or large volume customer,1,1,1
20597,DC,Post Office or large volume customer,1,1,1
20598,VA,Post Office or large volume customer,1,1,1
20599,MD,Post Office or large volume customer,1,1,1
20601,MD,Zip Code Area,2,2,2
20602,MD,Zip Code Area,2,2,2
20603,MD,Zip Code Area,2,2,2
20604,MD,Post Office or large volume customer,2,2,2
20606,MD,Zip Code Area,3,3,3
20607,MD,Zip Code Area,2,2,2
20608,MD,Zip Code Area,2,2,2
20609,MD,Zip Code Area,3,3,3
20610,MD,Post Office or large volume customer,3,3,3
20611,MD,Zip Code Area,2,2,2
20612,MD,Zip Code Area,2,2,2
20613,MD,Zip Code Area,2,2,2
20615,MD,Zip Code Area,2,2,2
20616,MD,Zip Code Area,2,2,2
20617,MD,Zip Code Area,2,2,2
20618,MD,Zip Code Area,3,3,3
20619,MD,Zip Code Area,1,1,1
20620,MD,Zip Code Area,2,2,2
20621,MD,Zip Code Area,2,2,2
20622,MD,Zip Code Area,2,2.1,2.1000000000000001
20623,MD,Zip Code Area,1,1,1
20624,MD,Zip Code Area,2,2,2
20625,MD,Zip Code Area,2,2,2
20626,MD,Zip Code Area,3,3,3
20627,MD,Post Office or large volume customer,2,2,2
20628,MD,Zip Code Area,2,2,2
20629,MD,Zip Code Area,1,1,1
20630,MD,Zip Code Area,2,2,2
20632,MD,Zip Code Area,2,2,2
20634,MD,Zip Code Area,1,1,1
20635,MD,Post Office or large volume customer,2,2,2
20636,MD,Zip Code Area,2,2,2
20637,MD,Zip Code Area,2,2,2
20639,MD,Zip Code Area,2,2,2
20640,MD,Zip Code Area,2,2,2
20643,MD,Post Office or large volume customer,2,2.1,2.1000000000000001
20645,MD,Zip Code Area,2,2,2
20646,MD,Zip Code Area,2,2,2
20650,MD,Zip Code Area,2,2,2
20653,MD,Zip Code Area,1,1,1
20656,MD,Zip Code Area,1,1,1
20657,MD,Zip Code Area,1,1,1
20658,MD,Zip Code Area,2,2.1,2.1000000000000001
20659,MD,Zip Code Area,2,2,2
20660,MD,Post Office or large volume customer,1,1,1
20661,MD,Post Office or large volume customer,2,2,2
20662,MD,Zip Code Area,2,2.1,2.1000000000000001
20664,MD,Zip Code Area,2,2,2
20667,MD,Zip Code Area,1,1,1
20670,MD,Zip Code Area,1,1,1
20674,MD,Zip Code Area,2,2,2
20675,MD,Zip Code Area,2,2,2
20676,MD,Zip Code Area,2,2,2
20677,MD,Zip Code Area,2,2,2
20678,MD,Zip Code Area,2,2,2
20680,MD,Zip Code Area,2,2,2
20682,MD,Post Office or large volume customer,3,3,3
20684,MD,Zip Code Area,2,2,2
20685,MD,Zip Code Area,2,2,2
20686,MD,Post Office or large volume customer,2,2,2
20687,MD,Zip Code Area,2,2,2
20688,MD,Zip Code Area,1,1,1
20689,MD,Zip Code Area,2,2,2
20690,MD,Zip Code Area,2,2,2
20692,MD,Zip Code Area,2,2,2
20693,MD,Zip Code Area,2,2.1,2.1000000000000001
20695,MD,Zip Code Area,2,2,2
20697,MD,Post Office or large volume customer,1,1,1
20701,MD,Zip Code Area,1,1,1
20703,MD,Post Office or large volume customer,1,1,1
20704,MD,Post Office or large volume customer,1,1,1
20705,MD,Zip Code Area,1,1,1
20706,MD,Zip Code Area,1,1,1
20707,MD,Zip Code Area,1,1,1
20708,MD,Zip Code Area,1,1,1
20709,MD,Post Office or large volume customer,1,1,1
20710,MD,Zip Code Area,1,1,1
20711,MD,Zip Code Area,2,2,2
20712,MD,Zip Code Area,1,1,1
20714,MD,Zip Code Area,2,2,2
20715,MD,Zip Code Area,1,1,1
20716,MD,Zip Code Area,1,1,1
20717,MD,Post Office or large volume customer,1,1,1
20718,MD,Post Office or large volume customer,1,1,1
20719,MD,Post Office or large volume customer,1,1,1
20720,MD,Zip Code Area,1,1,1
20721,MD,Zip Code Area,1,1,1
20722,MD,Zip Code Area,1,1,1
26354,WV,Zip Code Area,2,2,2
26361,WV,Post Office or large volume customer,4,4,4
26362,WV,Zip Code Area,2,2,2
26366,WV,Post Office or large volume customer,4,4,4
