ZIP_CODE,STATE,ZIP_TYPE,RUCA1,RUCA2,RUCAFLOAT
12767,NY,Post Office or large volume customer,10,10,10
12768,NY,Zip Code Area,10,10,10
12769,NY,Post Office or large volume customer,3,3,3
12770,NY,Zip Code Area,3,3,3
12771,NY,Zip Code Area,4,4,4
12775,NY,Zip Code Area,9,9,9
12776,NY,Zip Code Area,10,10,10
12777,NY,Zip Code Area,9,9,9
12778,NY,Post Office or large volume customer,8,8,8
12779,NY,Zip Code Area,8,8,8
12780,NY,Zip Code Area,5,5,5
12781,NY,Post Office or large volume customer,3,3,3
12783,NY,Zip Code Area,8,8,8
12784,NY,Post Office or large volume customer,9,9,9
12785,NY,Zip Code Area,5,5,5
12786,NY,Zip Code Area,8,8,8
12787,NY,Zip Code Area,10,10,10
12788,NY,Zip Code Area,8,8,8
12789,NY,Zip Code Area,10,10,10
12790,NY,Zip Code Area,3,3,3
12791,NY,Zip Code Area,8,8,8
12792,NY,Zip Code Area,2,2,2
12801,NY,Zip Code Area,1,1,1
12803,NY,Zip Code Area,1,1,1
12804,NY,Zip Code Area,1,1,1
12808,NY,Zip Code Area,10,10,10
12809,NY,Zip Code Area,2,2,2
12810,NY,Zip Code Area,2,2,2
12811,NY,Zip Code Area,10,10,10
12812,NY,Zip Code Area,10,10,10
12814,NY,Zip Code Area,10,10.1,10.1
12815,NY,Zip Code Area,10,10,10
12816,NY,Zip Code Area,3,3,3
12817,NY,Zip Code Area,10,10,10
12819,NY,Zip Code Area,3,3,3
12820,NY,Post Office or large volume customer,2,2,2
12821,NY,Zip Code Area,2,2,2
12822,NY,Zip Code Area,2,2,2
12823,NY,Zip Code Area,7,7,7
12824,NY,Zip Code Area,10,10.1,10.1
12827,NY,Zip Code Area,2,2,2
12828,NY,Zip Code Area,1,1,1
12831,NY,Zip Code Area,1,1.1,1.1000000000000001
12832,NY,Zip Code Area,7,7.1,7.0999999999999996
12833,NY,Zip Code Area,2,2.1,2.1000000000000001
12834,NY,Zip Code Area,7,7,7
12835,NY,Zip Code Area,2,2,2
12836,NY,Zip Code Area,10,10,10
12837,NY,Zip Code Area,10,10,10
12838,NY,Zip Code Area,2,2,2
12839,NY,Zip Code Area,1,1,1
12841,NY,Post Office or large volume customer,3,3,3
12842,NY,Zip Code Area,10,10,10
12843,NY,Zip Code Area,10,10,10
12844,NY,Zip Code Area,2,2,2
12845,NY,Zip Code Area,1,1,1
12846,NY,Zip Code Area,2,2,2
12847,NY,Zip Code Area,10,10,10
12848,NY,Post Office or large volume customer,7,7,7
12849,NY,Zip Code Area,7,7.1,7.0999999999999996
12850,NY,Zip Code Area,2,2,2
12851,NY,Zip Code Area,10,10,10
12852,NY,Zip Code Area,10,10,10
12853,NY,Zip Code Area,10,10,10
12854,NY,Post Office or large volume customer,7,7.1,7.0999999999999996
12855,NY,Zip Code Area,10,10,10
12856,NY,Post Office or large volume customer,10,10,10
12857,NY,Zip Code Area,10,10,10
12858,NY,Zip Code Area,10,10,10
12859,NY,Zip Code Area,2,2.1,2.1000000000000001
12860,NY,Zip Code Area,10,10,10
12861,NY,Zip Code Area,3,3,3
12862,NY,Post Office or large volume customer,10,10,10
12863,NY,Zip Code Area,1,1.1,1.1000000000000001
12864,NY,Post Office or large volume customer,10,10,10
12865,NY,Zip Code Area,10,10,10
12866,NY,Zip Code Area,1,1.1,1.1000000000000001
12870,NY,Zip Code Area,10,10,10
12871,NY,Zip Code Area,2,2,2
12872,NY,Post Office or large volume customer,10,10,10
12873,NY,Zip Code Area,10,10,10
12874,NY,Zip Code Area,10,10,10
12878,NY,Zip Code Area,2,2,2
12879,NY,Post Office or large volume customer,10,10,10
12883,NY,Zip Code Area,7,7,7
12884,NY,Post Office or large volume customer,2,2,2
12885,NY,Zip Code Area,2,2,2
12886,NY,Zip Code Area,10,10,10
12887,NY,Zip Code Area,10,10,10
12901,NY,Zip Code Area,4,4,4
12903,NY,Zip Code Area,4,4,4
12910,NY,Zip Code Area,5,5,5
12911,NY,Zip Code Area,5,5,5
12912,NY,Zip Code Area,5,5,5
12913,NY,Zip Code Area,10,10.3,10.300000000000001
12914,NY,Zip Code Area,10,10,10
12915,NY,Post Office or large volume customer,5,5,5
12916,NY,Zip Code Area,5,5,5
12917,NY,Zip Code Area,10,10.2,10.199999999999999
12918,NY,Zip Code Area,5,5,5
12919,NY,Zip Code Area,10,10,10
12920,NY,Zip Code Area,10,10.2,10.199999999999999
12921,NY,Zip Code Area,5,5,5
12922,NY,Zip Code Area,10,10,10
12923,NY,Zip Code Area,5,5,5
12924,NY,Zip Code Area,5,5,5
12926,NY,Zip Code Area,10,10.2,10.199999999999999
12927,NY,Post Office or large volume customer,10,10,10
12928,NY,Zip Code Area,10,10,10
12929,NY,Post Office or large volume customer,5,5,5
12930,NY,Zip Code Area,10,10,10
12932,NY,Zip Code Area,10,10,10
12933,NY,Post Office or large volume customer,5,5,5
12934,NY,Zip Code Area,5,5,5
12935,NY,Zip Code Area,5,5,5
12936,NY,Zip Code Area,6,6,6
12937,NY,Zip Code Area,10,10,10
12939,NY,Post Office or large volume customer,10,10,10
12941,NY,Zip Code Area,10,10.3,10.300000000000001
12942,NY,Zip Code Area,10,10,10
12943,NY,Zip Code Area,10,10,10
12944,NY,Zip Code Area,5,5,5
12945,NY,Zip Code Area,7,7,7
12946,NY,Zip Code Area,7,7,7
12949,NY,Post Office or large volume customer,8,8,8
19183,PA,Post Office or large volume customer,1,1,1
19184,PA,Post Office or large volume customer,1,1,1
19185,PA,Post Office or large volume customer,1,1,1
19187,PA,Post Office or large volume customer,1,1,1
19188,PA,Post Office or large volume customer,1,1,1
19190,PA,Post Office or large volume customer,1,1,1
19191,PA,Post Office or large volume customer,1,1,1
19192,PA,Post Office or large volume customer,1,1,1
19193,PA,Post Office or large volume customer,1,1,1
19194,PA,Post Office or large volume customer,1,1,1
19195,PA,Post Office or large volume customer,1,1,1
19196,PA,Post Office or large volume customer,1,1,1
19197,PA,Post Office or large volume customer,1,1,1
19244,PA,Post Office or large volume customer,1,1,1
19255,PA,Post Office or large volume customer,1,1,1
19301,PA,Zip Code Area,1,1,1
19310,PA,Zip Code Area,1,1,1
19311,PA,Zip Code Area,1,1,1
19312,PA,Zip Code Area,1,1,1
19316,PA,Post Office or large volume customer,1,1,1
19317,PA,Zip Code Area,1,1,1
19318,PA,Post Office or large volume customer,1,1,1
19319,PA,Zip Code Area,1,1,1
19320,PA,Zip Code Area,1,1,1
19330,PA,Zip Code Area,2,2,2
19331,PA,Post Office or large volume customer,1,1,1
19333,PA,Zip Code Area,1,1,1
19335,PA,Zip Code Area,1,1,1
19339,PA,Post Office or large volume customer,1,1,1
19340,PA,Post Office or large volume customer,1,1,1
19341,PA,Zip Code Area,1,1,1
19342,PA,Zip Code Area,1,1,1
19343,PA,Zip Code Area,1,1,1
19344,PA,Zip Code Area,1,1,1
19345,PA,Zip Code Area,1,1,1
19346,PA,Post Office or large volume customer,1,1,1
19347,PA,Post Office or large volume customer,1,1,1
19348,PA,Zip Code Area,1,1,1
19350,PA,Zip Code Area,1,1,1
19351,PA,Post Office or large volume customer,2,2,2
19352,PA,Zip Code Area,1,1,1
19353,PA,Post Office or large volume customer,1,1,1
19354,PA,Post Office or large volume customer,1,1,1
19355,PA,Zip Code Area,1,1,1
19357,PA,Post Office or large volume customer,1,1,1
19358,PA,Post Office or large volume customer,1,1,1
19360,PA,Post Office or large volume customer,1,1,1
19362,PA,Zip Code Area,1,1,1
19363,PA,Zip Code Area,1,1,1
19365,PA,Zip Code Area,1,1,1
19366,PA,Post Office or large volume customer,1,1,1
19367,PA,Post Office or large volume customer,1,1,1
19369,PA,Post Office or large volume customer,1,1,1
19371,PA,Post Office or large volume customer,1,1,1
19372,PA,Zip Code Area,1,1,1
19373,PA,Zip Code Area,1,1,1
19374,PA,Zip Code Area,1,1,1
19375,PA,Post Office or large volume customer,1,1,1
19376,PA,Post Office or large volume customer,1,1,1
19380,PA,Zip Code Area,1,1,1
19381,PA,Post Office or large volume customer,1,1,1
19382,PA,Zip Code Area,1,1,1
19383,PA,Zip Code Area,1,1,1
19390,PA,Zip Code Area,1,1,1
19395,PA,Post Office or large volume customer,1,1,1
19397,PA,Post Office or large volume customer,1,1,1
19398,PA,Post Office or large volume customer,1,1,1
19399,PA,Post Office or large volume customer,1,1,1
19401,PA,Zip Code Area,1,1,1
19403,PA,Zip Code Area,1,1,1
19404,PA,Post Office or large volume customer,1,1,1
19405,PA,Zip Code Area,1,1,1
19406,PA,Zip Code Area,1,1,1
19407,PA,Post Office or large volume customer,1,1,1
19408,PA,Post Office or large volume customer,1,1,1
19409,PA,Post Office or large volume customer,1,1,1
19415,PA,Post Office or large volume customer,1,1,1
19421,PA,Post Office or large volume customer,1,1,1
19422,PA,Zip Code Area,1,1,1
19423,PA,Post Office or large volume customer,1,1,1
19424,PA,Post Office or large volume customer,1,1,1
19425,PA,Zip Code Area,1,1,1
19426,PA,Zip Code Area,1,1,1
19428,PA,Zip Code Area,1,1,1
19429,PA,Post Office or large volume customer,1,1,1
19430,PA,Post Office or large volume customer,1,1,1
19432,PA,Post Office or large volume customer,1,1,1
19435,PA,Zip Code Area,2,2,2
19436,PA,Zip Code Area,1,1,1
19437,PA,Post Office or large volume customer,1,1,1
19438,PA,Zip Code Area,1,1,1
19440,PA,Zip Code Area,1,1,1
19441,PA,Post Office or large volume customer,1,1,1
19442,PA,Post Office or large volume customer,1,1,1
19443,PA,Post Office or large volume customer,1,1,1
19444,PA,Zip Code Area,1,1,1
19446,PA,Zip Code Area,1,1,1
19450,PA,Post Office or large volume customer,1,1,1
19451,PA,Post Office or large volume customer,1,1,1
19453,PA,Zip Code Area,1,1,1
19454,PA,Zip Code Area,1,1,1
19455,PA,Post Office or large volume customer,1,1,1
19456,PA,Zip Code Area,1,1,1
19457,PA,Post Office or large volume customer,2,2,2
19460,PA,Zip Code Area,1,1,1
19462,PA,Zip Code Area,1,1,1
19464,PA,Zip Code Area,2,2,2
19465,PA,Zip Code Area,2,2,2
19468,PA,Zip Code Area,1,1,1
19470,PA,Post Office or large volume customer,2,2,2
19472,PA,Post Office or large volume customer,2,2,2
19473,PA,Zip Code Area,1,1,1
19474,PA,Post Office or large volume customer,1,1,1
19475,PA,Zip Code Area,2,2,2
19477,PA,Zip Code Area,1,1,1
19478,PA,Post Office or large volume customer,1,1,1
19480,PA,Post Office or large volume customer,1,1,1
19481,PA,Post Office or large volume customer,1,1,1
19482,PA,Post Office or large volume customer,1,1,1
19484,PA,Post Office or large volume customer,1,1,1
19486,PA,Post Office or large volume customer,1,1,1
19490,PA,Post Office or large volume customer,1,1,1
19492,PA,Zip Code Area,1,1,1
19493,PA,Post Office or large volume customer,1,1,1
19494,PA,Post Office or large volume customer,1,1,1
19495,PA,Post Office or large volume customer,1,1,1
19496,PA,Post Office or large volume customer,1,1,1
19501,PA,Zip Code Area,1,1,1
19503,PA,Zip Code Area,2,2,2
19504,PA,Zip Code Area,2,2,2
19505,PA,Zip Code Area,2,2,2
19506,PA,Zip Code Area,2,2,2
19507,PA,Zip Code Area,2,2,2
19508,PA,Zip Code Area,2,2,2
19510,PA,Zip Code Area,1,1,1
19511,PA,Post Office or large volume customer,4,4,4
19512,PA,Zip Code Area,2,2,2
19516,PA,Post Office or large volume customer,1,1,1
19518,PA,Zip Code Area,2,2,2
19519,PA,Post Office or large volume customer,2,2,2
19520,PA,Zip Code Area,2,2,2
19522,PA,Zip Code Area,2,2,2
19523,PA,Post Office or large volume customer,2,2,2
19525,PA,Zip Code Area,2,2,2
19526,PA,Zip Code Area,1,1,1
19529,PA,Zip Code Area,2,2,2
19530,PA,Zip Code Area,4,4,4
25907,WV,Post Office or large volume customer,2,2,2
25908,WV,Zip Code Area,2,2,2
25909,WV,Post Office or large volume customer,1,1,1
25911,WV,Post Office or large volume customer,1,1,1
25913,WV,Zip Code Area,2,2,2
25915,WV,Zip Code Area,2,2,2
25916,WV,Post Office or large volume customer,2,2,2
25917,WV,Zip Code Area,1,1,1
25918,WV,Zip Code Area,1,1,1
25919,WV,Post Office or large volume customer,1,1,1
25920,WV,Zip Code Area,2,2,2
25921,WV,Zip Code Area,1,1,1
25922,WV,Zip Code Area,5,5,5
25927,WV,Post Office or large volume customer,1,1,1
25928,WV,Zip Code Area,2,2,2
25932,WV,Zip Code Area,2,2,2
25936,WV,Zip Code Area,2,2,2
25938,WV,Zip Code Area,2,2,2
25942,WV,Post Office or large volume customer,10,10,10
25943,WV,Post Office or large volume customer,2,2,2
25951,WV,Zip Code Area,2,2,2
25958,WV,Zip Code Area,10,10,10
25962,WV,Zip Code Area,10,10.1,10.1
25966,WV,Zip Code Area,2,2,2
25969,WV,Zip Code Area,2,2,2
25971,WV,Zip Code Area,4,4,4
25972,WV,Post Office or large volume customer,10,10.1,10.1
25976,WV,Zip Code Area,2,2,2
25977,WV,Zip Code Area,2,2,2
25978,WV,Zip Code Area,2,2,2
25979,WV,Zip Code Area,2,2,2
25981,WV,Zip Code Area,10,10,10
25984,WV,Zip Code Area,10,10,10
25985,WV,Zip Code Area,2,2,2
25986,WV,Zip Code Area,2,2,2
25989,WV,Zip Code Area,1,1,1
26003,WV,Zip Code Area,1,1,1
26030,WV,Post Office or large volume customer,1,1,1
26031,WV,Zip Code Area,1,1,1
26032,WV,Zip Code Area,2,2,2
26033,WV,Zip Code Area,2,2,2
26034,WV,Zip Code Area,4,4,4
26035,WV,Zip Code Area,1,1,1
26036,WV,Zip Code Area,2,2,2
26037,WV,Zip Code Area,1,1,1
26038,WV,Zip Code Area,1,1,1
26039,WV,Zip Code Area,2,2,2
26040,WV,Zip Code Area,1,1,1
26041,WV,Zip Code Area,1,1,1
26047,WV,Zip Code Area,2,2,2
26050,WV,Zip Code Area,4,4,4
26055,WV,Zip Code Area,2,2,2
26056,WV,Post Office or large volume customer,4,4,4
26058,WV,Post Office or large volume customer,1,1,1
26059,WV,Zip Code Area,2,2,2
26060,WV,Zip Code Area,2,2,2
26062,WV,Zip Code Area,1,1,1
26070,WV,Zip Code Area,2,2,2
26074,WV,Zip Code Area,2,2,2
26075,WV,Zip Code Area,2,2,2
26101,WV,Zip Code Area,1,1,1
26102,WV,Post Office or large volume customer,1,1,1
26103,WV,Post Office or large volume customer,1,1,1
26104,WV,Zip Code Area,1,1,1
26105,WV,Zip Code Area,1,1,1
26106,WV,Post Office or large volume customer,1,1,1
26120,WV,Post Office or large volume customer,1,1,1
26121,WV,Post Office or large volume customer,1,1,1
26133,WV,Zip Code Area,2,2,2
26134,WV,Zip Code Area,2,2,2
26136,WV,Zip Code Area,8,8,8
26137,WV,Zip Code Area,8,8,8
26138,WV,Zip Code Area,2,2,2
26141,WV,Zip Code Area,8,8,8
26142,WV,Zip Code Area,1,1,1
26143,WV,Zip Code Area,2,2,2
26146,WV,Zip Code Area,9,9,9
26147,WV,Zip Code Area,8,8,8
26148,WV,Zip Code Area,2,2,2
26149,WV,Zip Code Area,9,9,9
26150,WV,Zip Code Area,1,1,1
26151,WV,Zip Code Area,2,2,2
26152,WV,Zip Code Area,2,2,2
26155,WV,Zip Code Area,7,7,7
26159,WV,Zip Code Area,7,7,7
26160,WV,Zip Code Area,2,2,2
26161,WV,Zip Code Area,2,2,2
26162,WV,Post Office or large volume customer,8,8,8
26164,WV,Zip Code Area,7,7,7
26167,WV,Zip Code Area,8,8,8
26169,WV,Zip Code Area,2,2,2
26170,WV,Zip Code Area,2,2,2
26175,WV,Zip Code Area,10,10,10
26178,WV,Zip Code Area,2,2,2
26180,WV,Zip Code Area,1,1,1
26181,WV,Zip Code Area,1,1,1
26184,WV,Zip Code Area,2,2,2
26187,WV,Zip Code Area,4,4,4
26201,WV,Zip Code Area,7,7,7
26202,WV,Zip Code Area,8,8,8
26203,WV,Zip Code Area,10,10,10
26205,WV,Zip Code Area,8,8,8
26206,WV,Zip Code Area,10,10,10
26208,WV,Zip Code Area,8,8,8
26209,WV,Post Office or large volume customer,2,2,2
26210,WV,Zip Code Area,8,8,8
26215,WV,Zip Code Area,8,8,8
26217,WV,Zip Code Area,10,10,10
26218,WV,Zip Code Area,8,8,8
26219,WV,Post Office or large volume customer,8,8,8
26222,WV,Zip Code Area,10,10,10
26224,WV,Zip Code Area,5,5,5
26228,WV,Zip Code Area,8,8,8
26229,WV,Post Office or large volume customer,7,7,7
26230,WV,Zip Code Area,5,5,5
26234,WV,Zip Code Area,8,8,8
26236,WV,Zip Code Area,8,8,8
26237,WV,Zip Code Area,8,8,8
26238,WV,Zip Code Area,3,3,3
26241,WV,Zip Code Area,4,4,4
26250,WV,Zip Code Area,10,10,10
26253,WV,Zip Code Area,4,4,4
26254,WV,Zip Code Area,10,10,10
26257,WV,Zip Code Area,5,5,5
26259,WV,Post Office or large volume customer,4,4,4
26260,WV,Zip Code Area,10,10,10
26261,WV,Zip Code Area,10,10,10
26263,WV,Zip Code Area,10,10,10
26264,WV,Zip Code Area,2,2,2
26266,WV,Zip Code Area,10,10,10
26267,WV,Zip Code Area,8,8,8
26268,WV,Zip Code Area,10,10,10
26269,WV,Zip Code Area,10,10,10
26270,WV,Zip Code Area,10,10,10
26271,WV,Zip Code Area,10,10,10
26273,WV,Zip Code Area,10,10,10
26275,WV,Post Office or large volume customer,10,10,10
26276,WV,Zip Code Area,10,10,10
26278,WV,Zip Code Area,5,5,5
26280,WV,Zip Code Area,10,10,10
26282,WV,Zip Code Area,10,10,10
26283,WV,Zip Code Area,10,10,10
26285,WV,Zip Code Area,5,5,5
26287,WV,Zip Code Area,10,10,10
26288,WV,Zip Code Area,10,10,10
26289,WV,Zip Code Area,10,10,10
26291,WV,Zip Code Area,10,10,10
26292,WV,Zip Code Area,3,3,3
26293,WV,Zip Code Area,5,5,5
26294,WV,Zip Code Area,10,10,10
26296,WV,Zip Code Area,10,10,10
26298,WV,Post Office or large volume customer,10,10,10
26301,WV,Zip Code Area,4,4,4
26302,WV,Post Office or large volume customer,4,4,4
26306,WV,Post Office or large volume customer,4,4,4
26320,WV,Zip Code Area,9,9,9
26321,WV,Zip Code Area,9,9,9
26323,WV,Zip Code Area,4,4,4
26325,WV,Zip Code Area,2,2,2
26327,WV,Zip Code Area,2,2,2
26330,WV,Zip Code Area,4,4,4
26335,WV,Zip Code Area,10,10,10
26337,WV,Zip Code Area,2,2,2
26338,WV,Zip Code Area,9,9,9
26339,WV,Zip Code Area,5,5,5
26342,WV,Zip Code Area,8,8,8
26343,WV,Zip Code Area,8,8,8
26346,WV,Zip Code Area,2,2,2
26347,WV,Zip Code Area,4,4,4
26348,WV,Zip Code Area,8,8,8
26349,WV,Post Office or large volume customer,3,3,3
26351,WV,Zip Code Area,7,7,7
32905,FL,Zip Code Area,1,1,1
32906,FL,Post Office or large volume customer,1,1,1
32907,FL,Zip Code Area,1,1,1
32908,FL,Zip Code Area,1,1,1
32909,FL,Zip Code Area,1,1,1
32910,FL,Post Office or large volume customer,1,1,1
32911,FL,Post Office or large volume customer,1,1,1
32912,FL,Post Office or large volume customer,1,1,1
32919,FL,Post Office or large volume customer,1,1,1
32920,FL,Zip Code Area,1,1,1
32922,FL,Zip Code Area,1,1,1
32923,FL,Post Office or large volume customer,1,1,1
32924,FL,Post Office or large volume customer,1,1,1
32925,FL,Zip Code Area,1,1,1
32926,FL,Zip Code Area,1,1,1
32927,FL,Zip Code Area,1,1,1
32931,FL,Zip Code Area,1,1,1
32932,FL,Post Office or large volume customer,1,1,1
32934,FL,Zip Code Area,1,1,1
32935,FL,Zip Code Area,1,1,1
32936,FL,Post Office or large volume customer,1,1,1
32937,FL,Zip Code Area,1,1,1
32940,FL,Zip Code Area,1,1,1
32941,FL,Post Office or large volume customer,1,1,1
32948,FL,Zip Code Area,2,2,2
32949,FL,Zip Code Area,2,2,2
32950,FL,Zip Code Area,2,2,2
32951,FL,Zip Code Area,1,1,1
32952,FL,Zip Code Area,1,1,1
32953,FL,Zip Code Area,1,1,1
32954,FL,Post Office or large volume customer,1,1,1
32955,FL,Zip Code Area,1,1,1
32956,FL,Post Office or large volume customer,1,1,1
32957,FL,Post Office or large volume customer,1,1,1
32958,FL,Zip Code Area,1,1,1
32959,FL,Post Office or large volume customer,1,1,1
32960,FL,Zip Code Area,1,1,1
32961,FL,Post Office or large volume customer,1,1,1
32962,FL,Zip Code Area,1,1,1
32963,FL,Zip Code Area,1,1,1
32964,FL,Post Office or large volume customer,1,1,1
32965,FL,Post Office or large volume customer,1,1,1
32966,FL,Zip Code Area,1,1,1
32967,FL,Zip Code Area,1,1,1
32968,FL,Zip Code Area,1,1,1
32969,FL,Post Office or large volume customer,1,1,1
32970,FL,Post Office or large volume customer,1,1,1
32971,FL,Post Office or large volume customer,1,1,1
32976,FL,Zip Code Area,1,1,1
32978,FL,Post Office or large volume customer,1,1,1
33001,FL,Post Office or large volume customer,10,10,10
33002,FL,Post Office or large volume customer,1,1,1
33004,FL,Zip Code Area,1,1,1
33008,FL,Post Office or large volume customer,1,1,1
33009,FL,Zip Code Area,1,1,1
33010,FL,Zip Code Area,1,1,1
33011,FL,Post Office or large volume customer,1,1,1
33012,FL,Zip Code Area,1,1,1
33013,FL,Zip Code Area,1,1,1
33014,FL,Zip Code Area,1,1,1
33015,FL,Zip Code Area,1,1,1
33016,FL,Zip Code Area,1,1,1
33017,FL,Post Office or large volume customer,1,1,1
33018,FL,Zip Code Area,1,1,1
33019,FL,Zip Code Area,1,1,1
33020,FL,Zip Code Area,1,1,1
33021,FL,Zip Code Area,1,1,1
33022,FL,Post Office or large volume customer,1,1,1
33023,FL,Zip Code Area,1,1,1
33024,FL,Zip Code Area,1,1,1
33025,FL,Zip Code Area,1,1,1
33026,FL,Zip Code Area,1,1,1
33027,FL,Zip Code Area,1,1,1
33028,FL,Zip Code Area,1,1,1
33029,FL,Zip Code Area,1,1,1
33030,FL,Zip Code Area,1,1,1
33031,FL,Zip Code Area,1,1,1
33032,FL,Zip Code Area,1,1,1
33033,FL,Zip Code Area,1,1,1
33034,FL,Zip Code Area,1,1,1
33035,FL,Zip Code Area,1,1,1
33036,FL,Zip Code Area,4,4,4
33037,FL,Zip Code Area,4,4,4
33039,FL,Zip Code Area,1,1,1
33040,FL,Zip Code Area,4,4,4
33041,FL,Post Office or large volume customer,4,4,4
33042,FL,Zip Code Area,5,5,5
33043,FL,Zip Code Area,5,5,5
33045,FL,Post Office or large volume customer,4,4,4
33050,FL,Zip Code Area,7,7,7
33051,FL,Zip Code Area,7,7,7
33052,FL,Post Office or large volume customer,7,7,7
33054,FL,Zip Code Area,1,1,1
33055,FL,Zip Code Area,1,1,1
33056,FL,Zip Code Area,1,1,1
33060,FL,Zip Code Area,1,1,1
33061,FL,Post Office or large volume customer,1,1,1
33062,FL,Zip Code Area,1,1,1
33063,FL,Zip Code Area,1,1,1
33064,FL,Zip Code Area,1,1,1
33065,FL,Zip Code Area,1,1,1
33066,FL,Zip Code Area,1,1,1
33067,FL,Zip Code Area,1,1,1
33068,FL,Zip Code Area,1,1,1
33069,FL,Zip Code Area,1,1,1
33070,FL,Zip Code Area,4,4,4
33071,FL,Zip Code Area,1,1,1
33072,FL,Post Office or large volume customer,1,1,1
33073,FL,Zip Code Area,1,1,1
33074,FL,Post Office or large volume customer,1,1,1
33075,FL,Post Office or large volume customer,1,1,1
33076,FL,Zip Code Area,1,1,1
33077,FL,Post Office or large volume customer,1,1,1
33081,FL,Post Office or large volume customer,1,1,1
33082,FL,Post Office or large volume customer,1,1,1
33083,FL,Post Office or large volume customer,1,1,1
33084,FL,Post Office or large volume customer,1,1,1
33090,FL,Post Office or large volume customer,1,1,1
33092,FL,Post Office or large volume customer,1,1,1
33093,FL,Post Office or large volume customer,1,1,1
33097,FL,Post Office or large volume customer,1,1,1
33101,FL,Post Office or large volume customer,1,1,1
33102,FL,Post Office or large volume customer,1,1,1
33106,FL,Post Office or large volume customer,1,1,1
33109,FL,Zip Code Area,1,1,1
33111,FL,Post Office or large volume customer,1,1,1
33112,FL,Post Office or large volume customer,1,1,1
33114,FL,Post Office or large volume customer,1,1,1
33116,FL,Post Office or large volume customer,1,1,1
33119,FL,Post Office or large volume customer,1,1,1
33122,FL,Zip Code Area,1,1,1
33124,FL,Post Office or large volume customer,1,1,1
33125,FL,Zip Code Area,1,1,1
33126,FL,Zip Code Area,1,1,1
33127,FL,Zip Code Area,1,1,1
33128,FL,Zip Code Area,1,1,1
33129,FL,Zip Code Area,1,1,1
33130,FL,Zip Code Area,1,1,1
33131,FL,Zip Code Area,1,1,1
33132,FL,Zip Code Area,1,1,1
33133,FL,Zip Code Area,1,1,1
33134,FL,Zip Code Area,1,1,1
33135,FL,Zip Code Area,1,1,1
33136,FL,Zip Code Area,1,1,1
33137,FL,Zip Code Area,1,1,1
33138,FL,Zip Code Area,1,1,1
33139,FL,Zip Code Area,1,1,1
33140,FL,Zip Code Area,1,1,1
33141,FL,Zip Code Area,1,1,1
33142,FL,Zip Code Area,1,1,1
33143,FL,Zip Code Area,1,1,1
33144,FL,Zip Code Area,1,1,1
33145,FL,Zip Code Area,1,1,1
33146,FL,Zip Code Area,1,1,1
33147,FL,Zip Code Area,1,1,1
33149,FL,Zip Code Area,1,1,1
33150,FL,Zip Code Area,1,1,1
33151,FL,Post Office or large volume customer,1,1,1
33152,FL,Post Office or large volume customer,1,1,1
39440,MS,Zip Code Area,4,4,4
39441,MS,Post Office or large volume customer,4,4,4
39442,MS,Post Office or large volume customer,4,4,4
39443,MS,Zip Code Area,5,5,5
39451,MS,Zip Code Area,10,10,10
39452,MS,Zip Code Area,10,10,10
39455,MS,Zip Code Area,10,10,10
39456,MS,Zip Code Area,3,3,3
39457,MS,Post Office or large volume customer,6,6,6
39459,MS,Zip Code Area,2,2,2
39460,MS,Post Office or large volume customer,5,5,5
39461,MS,Zip Code Area,10,10,10
39462,MS,Zip Code Area,2,2,2
39463,MS,Post Office or large volume customer,4,4,4
39464,MS,Zip Code Area,2,2,2
39465,MS,Zip Code Area,1,1,1
39466,MS,Zip Code Area,4,4,4
39470,MS,Zip Code Area,10,10,10
39474,MS,Zip Code Area,3,3,3
39475,MS,Zip Code Area,2,2,2
39476,MS,Zip Code Area,2,2,2
39477,MS,Post Office or large volume customer,5,5,5
39478,MS,Zip Code Area,8,8,8
39479,MS,Zip Code Area,2,2,2
39480,MS,Zip Code Area,5,5,5
39481,MS,Zip Code Area,5,5,5
39482,MS,Zip Code Area,2,2,2
39483,MS,Zip Code Area,8,8,8
39501,MS,Zip Code Area,1,1,1
39502,MS,Post Office or large volume customer,1,1,1
39503,MS,Zip Code Area,1,1,1
39505,MS,Post Office or large volume customer,1,1,1
39506,MS,Post Office or large volume customer,1,1,1
39507,MS,Zip Code Area,1,1,1
39520,MS,Zip Code Area,1,1,1
39521,MS,Post Office or large volume customer,1,1,1
39522,MS,Post Office or large volume customer,2,2,2
39525,MS,Zip Code Area,2,2,2
39529,MS,Zip Code Area,2,2,2
39530,MS,Zip Code Area,1,1,1
39531,MS,Zip Code Area,1,1,1
39532,MS,Zip Code Area,1,1,1
39533,MS,Post Office or large volume customer,1,1,1
39534,MS,Zip Code Area,1,1,1
39535,MS,Post Office or large volume customer,1,1,1
39540,MS,Zip Code Area,1,1,1
39552,MS,Post Office or large volume customer,1,1,1
39553,MS,Zip Code Area,1,1,1
39555,MS,Post Office or large volume customer,2,2,2
39556,MS,Zip Code Area,2,2,2
39558,MS,Post Office or large volume customer,1,1,1
39560,MS,Zip Code Area,1,1,1
39561,MS,Zip Code Area,8,8,8
39562,MS,Zip Code Area,2,2,2
39563,MS,Zip Code Area,1,1,1
39564,MS,Zip Code Area,1,1,1
39565,MS,Zip Code Area,2,2,2
39566,MS,Post Office or large volume customer,1,1,1
39567,MS,Zip Code Area,1,1,1
